Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.210071	UE  PHY Rxed	21	0	0	2	1	0	MIB
0.215071	UE  PHY Rxed	21	5	0	2	1	0	SIB1
0.220071	UE  PHY Rxed	22	0	0	2	1	0	MIB
0.225071	UE  PHY Rxed	22	5	0	2	1	0	SIB1
0.230071	UE  PHY Rxed	23	0	0	2	1	0	MIB
0.235071	UE  PHY Rxed	23	5	0	2	1	0	SIB1
0.236071	UE  PHY Rxed	23	6	0	2	1	0	UL_DCI
0.240071	UE  PHY Rxed	24	0	0	2	1	0	MIB
0.245071	UE  PHY Rxed	24	5	0	2	1	0	SIB1
0.250071	UE  PHY Rxed	25	0	0	2	1	0	MIB
0.255071	UE  PHY Rxed	25	5	0	2	1	0	SIB1
0.260071	UE  PHY Rxed	26	0	0	2	1	0	MIB
0.265071	UE  PHY Rxed	26	5	0	2	1	0	SIB1
0.270071	UE  PHY Rxed	27	0	0	2	1	0	MIB
0.275071	UE  PHY Rxed	27	5	0	2	1	0	SIB1
0.280071	UE  PHY Rxed	28	0	0	2	1	0	MIB
0.285071	UE  PHY Rxed	28	5	0	2	1	0	SIB1
0.290071	UE  PHY Rxed	29	0	0	2	1	0	MIB
0.295071	UE  PHY Rxed	29	5	0	2	1	0	SIB1
0.300071	UE  PHY Rxed	30	0	0	2	1	0	MIB
0.305071	UE  PHY Rxed	30	5	0	2	1	0	SIB1
0.310071	UE  PHY Rxed	31	0	0	2	1	0	MIB
0.315071	UE  PHY Rxed	31	5	0	2	1	0	SIB1
0.316071	UE  PHY Rxed	31	6	0	2	1	0	UL_DCI
0.320071	UE  PHY Rxed	32	0	0	2	1	0	MIB
0.325071	UE  PHY Rxed	32	5	0	2	1	0	SIB1
0.330071	UE  PHY Rxed	33	0	0	2	1	0	MIB
0.335071	UE  PHY Rxed	33	5	0	2	1	0	SIB1
0.340071	UE  PHY Rxed	34	0	0	2	1	0	MIB
0.345071	UE  PHY Rxed	34	5	0	2	1	0	SIB1
0.350071	UE  PHY Rxed	35	0	0	2	1	0	MIB
0.355071	UE  PHY Rxed	35	5	0	2	1	0	SIB1
0.360071	UE  PHY Rxed	36	0	0	2	1	0	MIB
0.365071	UE  PHY Rxed	36	5	0	2	1	0	SIB1
0.370071	UE  PHY Rxed	37	0	0	2	1	0	MIB
0.375071	UE  PHY Rxed	37	5	0	2	1	0	SIB1
0.380071	UE  PHY Rxed	38	0	0	2	1	0	MIB
0.385071	UE  PHY Rxed	38	5	0	2	1	0	SIB1
0.390071	UE  PHY Rxed	39	0	0	2	1	0	MIB
0.395071	UE  PHY Rxed	39	5	0	2	1	0	SIB1
0.396071	UE  PHY Rxed	39	6	0	2	1	0	UL_DCI
0.400071	UE  PHY Rxed	40	0	0	2	1	0	MIB
0.403071	UE  PHY Rxed	40	3	0	2	1	0	DL_DCI
0.404071	UE  PHY Rxed	40	4	0	2	1	0	DL_DCI
0.405071	UE  PHY Rxed	40	5	0	2	1	0	DL_DCI
0.405071	UE  PHY Rxed	40	5	0	2	1	0	SIB1
0.406071	UE  PHY Rxed	40	6	0	2	1	0	DL_DCI
0.407071	UE  PHY Rxed	40	7	0	2	1	0	DL_DCI
0.408071	UE  PHY Rxed	40	8	0	2	1	0	DL_DCI
0.409071	UE  PHY Rxed	40	9	0	2	1	0	DL_DCI
0.410071	UE  PHY Rxed	41	0	0	2	1	0	MIB
0.410071	UE  PHY Rxed	41	0	0	2	1	0	DL_DCI
0.411071	UE  PHY Rxed	41	1	0	2	1	0	DL_DCI
0.412071	UE  PHY Rxed	41	2	0	2	1	0	DL_DCI
0.413071	UE  PHY Rxed	41	3	0	2	1	0	DL_DCI
0.414071	UE  PHY Rxed	41	4	0	2	1	0	DL_DCI
0.415071	UE  PHY Rxed	41	5	0	2	1	0	SIB1
0.415071	UE  PHY Rxed	41	5	0	2	1	0	DL_DCI
0.416071	UE  PHY Rxed	41	6	0	2	1	0	DL_DCI
0.417071	UE  PHY Rxed	41	7	0	2	1	0	DL_DCI
0.418071	UE  PHY Rxed	41	8	0	2	1	0	DL_DCI
0.419071	UE  PHY Rxed	41	9	0	2	1	0	DL_DCI
0.420071	UE  PHY Rxed	42	0	0	2	1	0	MIB
0.420071	UE  PHY Rxed	42	0	0	2	1	0	DL_DCI
0.421071	UE  PHY Rxed	42	1	0	2	1	0	DL_DCI
0.422071	UE  PHY Rxed	42	2	0	2	1	0	DL_DCI
0.423071	UE  PHY Rxed	42	3	0	2	1	0	DL_DCI
0.424071	UE  PHY Rxed	42	4	0	2	1	0	DL_DCI
0.425071	UE  PHY Rxed	42	5	0	2	1	0	SIB1
0.425071	UE  PHY Rxed	42	5	0	2	1	0	DL_DCI
0.426071	UE  PHY Rxed	42	6	0	2	1	0	DL_DCI
0.427071	UE  PHY Rxed	42	7	0	2	1	0	DL_DCI
0.428071	UE  PHY Rxed	42	8	0	2	1	0	DL_DCI
0.429071	UE  PHY Rxed	42	9	0	2	1	0	DL_DCI
0.430071	UE  PHY Rxed	43	0	0	2	1	0	MIB
0.430071	UE  PHY Rxed	43	0	0	2	1	0	DL_DCI
0.431071	UE  PHY Rxed	43	1	0	2	1	0	DL_DCI
0.432071	UE  PHY Rxed	43	2	0	2	1	0	DL_DCI
0.433071	UE  PHY Rxed	43	3	0	2	1	0	DL_DCI
0.434071	UE  PHY Rxed	43	4	0	2	1	0	DL_DCI
0.435071	UE  PHY Rxed	43	5	0	2	1	0	DL_DCI
0.435071	UE  PHY Rxed	43	5	0	2	1	0	SIB1
0.436071	UE  PHY Rxed	43	6	0	2	1	0	DL_DCI
0.437071	UE  PHY Rxed	43	7	0	2	1	0	DL_DCI
0.438071	UE  PHY Rxed	43	8	0	2	1	0	DL_DCI
0.439071	UE  PHY Rxed	43	9	0	2	1	0	DL_DCI
0.440071	UE  PHY Rxed	44	0	0	2	1	0	MIB
0.440071	UE  PHY Rxed	44	0	0	2	1	0	DL_DCI
0.441071	UE  PHY Rxed	44	1	0	2	1	0	DL_DCI
0.442071	UE  PHY Rxed	44	2	0	2	1	0	DL_DCI
0.443071	UE  PHY Rxed	44	3	0	2	1	0	DL_DCI
0.444071	UE  PHY Rxed	44	4	0	2	1	0	DL_DCI
0.445071	UE  PHY Rxed	44	5	0	2	1	0	SIB1
0.445071	UE  PHY Rxed	44	5	0	2	1	0	DL_DCI
0.446071	UE  PHY Rxed	44	6	0	2	1	0	DL_DCI
0.447071	UE  PHY Rxed	44	7	0	2	1	0	DL_DCI
0.448071	UE  PHY Rxed	44	8	0	2	1	0	DL_DCI
0.449071	UE  PHY Rxed	44	9	0	2	1	0	DL_DCI
0.450071	UE  PHY Rxed	45	0	0	2	1	0	MIB
0.450071	UE  PHY Rxed	45	0	0	2	1	0	DL_DCI
0.451071	UE  PHY Rxed	45	1	0	2	1	0	DL_DCI
0.452071	UE  PHY Rxed	45	2	0	2	1	0	DL_DCI
0.453071	UE  PHY Rxed	45	3	0	2	1	0	DL_DCI
0.454071	UE  PHY Rxed	45	4	0	2	1	0	DL_DCI
0.455071	UE  PHY Rxed	45	5	0	2	1	0	DL_DCI
0.455071	UE  PHY Rxed	45	5	0	2	1	0	SIB1
0.456071	UE  PHY Rxed	45	6	0	2	1	0	DL_DCI
0.457071	UE  PHY Rxed	45	7	0	2	1	0	DL_DCI
0.458071	UE  PHY Rxed	45	8	0	2	1	0	DL_DCI
0.459071	UE  PHY Rxed	45	9	0	2	1	0	DL_DCI
0.460071	UE  PHY Rxed	46	0	0	2	1	0	MIB
0.460071	UE  PHY Rxed	46	0	0	2	1	0	DL_DCI
0.461071	UE  PHY Rxed	46	1	0	2	1	0	DL_DCI
0.462071	UE  PHY Rxed	46	2	0	2	1	0	DL_DCI
0.463071	UE  PHY Rxed	46	3	0	2	1	0	DL_DCI
0.464071	UE  PHY Rxed	46	4	0	2	1	0	DL_DCI
0.465071	UE  PHY Rxed	46	5	0	2	1	0	DL_DCI
0.465071	UE  PHY Rxed	46	5	0	2	1	0	SIB1
0.466071	UE  PHY Rxed	46	6	0	2	1	0	DL_DCI
0.467071	UE  PHY Rxed	46	7	0	2	1	0	DL_DCI
0.468071	UE  PHY Rxed	46	8	0	2	1	0	DL_DCI
0.469071	UE  PHY Rxed	46	9	0	2	1	0	DL_DCI
0.470071	UE  PHY Rxed	47	0	0	2	1	0	MIB
0.470071	UE  PHY Rxed	47	0	0	2	1	0	DL_DCI
0.471071	UE  PHY Rxed	47	1	0	2	1	0	DL_DCI
0.472071	UE  PHY Rxed	47	2	0	2	1	0	DL_DCI
0.473071	UE  PHY Rxed	47	3	0	2	1	0	DL_DCI
0.474071	UE  PHY Rxed	47	4	0	2	1	0	DL_DCI
0.475071	UE  PHY Rxed	47	5	0	2	1	0	DL_DCI
0.475071	UE  PHY Rxed	47	5	0	2	1	0	SIB1
0.476071	UE  PHY Rxed	47	6	0	2	1	0	UL_DCI
0.476071	UE  PHY Rxed	47	6	0	2	1	0	DL_DCI
0.477071	UE  PHY Rxed	47	7	0	2	1	0	DL_DCI
0.478071	UE  PHY Rxed	47	8	0	2	1	0	DL_DCI
0.479071	UE  PHY Rxed	47	9	0	2	1	0	DL_DCI
0.480071	UE  PHY Rxed	48	0	0	2	1	0	MIB
0.480071	UE  PHY Rxed	48	0	0	2	1	0	DL_DCI
0.481071	UE  PHY Rxed	48	1	0	2	1	0	DL_DCI
0.482071	UE  PHY Rxed	48	2	0	2	1	0	DL_DCI
0.483071	UE  PHY Rxed	48	3	0	2	1	0	DL_DCI
0.484071	UE  PHY Rxed	48	4	0	2	1	0	DL_DCI
0.485071	UE  PHY Rxed	48	5	0	2	1	0	DL_DCI
0.485071	UE  PHY Rxed	48	5	0	2	1	0	SIB1
0.486071	UE  PHY Rxed	48	6	0	2	1	0	DL_DCI
0.487071	UE  PHY Rxed	48	7	0	2	1	0	DL_DCI
0.488071	UE  PHY Rxed	48	8	0	2	1	0	DL_DCI
0.489071	UE  PHY Rxed	48	9	0	2	1	0	DL_DCI
0.490071	UE  PHY Rxed	49	0	0	2	1	0	MIB
0.490071	UE  PHY Rxed	49	0	0	2	1	0	DL_DCI
0.491071	UE  PHY Rxed	49	1	0	2	1	0	DL_DCI
0.492071	UE  PHY Rxed	49	2	0	2	1	0	DL_DCI
0.493071	UE  PHY Rxed	49	3	0	2	1	0	DL_DCI
0.494071	UE  PHY Rxed	49	4	0	2	1	0	DL_DCI
0.495071	UE  PHY Rxed	49	5	0	2	1	0	DL_DCI
0.495071	UE  PHY Rxed	49	5	0	2	1	0	SIB1
0.496071	UE  PHY Rxed	49	6	0	2	1	0	DL_DCI
0.497071	UE  PHY Rxed	49	7	0	2	1	0	DL_DCI
0.498071	UE  PHY Rxed	49	8	0	2	1	0	DL_DCI
0.499071	UE  PHY Rxed	49	9	0	2	1	0	DL_DCI
0.500071	UE  PHY Rxed	50	0	0	2	1	0	MIB
0.500071	UE  PHY Rxed	50	0	0	2	1	0	DL_DCI
0.501071	UE  PHY Rxed	50	1	0	2	1	0	DL_DCI
0.502071	UE  PHY Rxed	50	2	0	2	1	0	DL_DCI
0.503071	UE  PHY Rxed	50	3	0	2	1	0	DL_DCI
0.504071	UE  PHY Rxed	50	4	0	2	1	0	DL_DCI
0.505071	UE  PHY Rxed	50	5	0	2	1	0	SIB1
0.505071	UE  PHY Rxed	50	5	0	2	1	0	DL_DCI
0.506071	UE  PHY Rxed	50	6	0	2	1	0	DL_DCI
0.507071	UE  PHY Rxed	50	7	0	2	1	0	DL_DCI
0.508071	UE  PHY Rxed	50	8	0	2	1	0	DL_DCI
0.509071	UE  PHY Rxed	50	9	0	2	1	0	DL_DCI
0.510071	UE  PHY Rxed	51	0	0	2	1	0	MIB
0.510071	UE  PHY Rxed	51	0	0	2	1	0	DL_DCI
0.511071	UE  PHY Rxed	51	1	0	2	1	0	DL_DCI
0.512071	UE  PHY Rxed	51	2	0	2	1	0	DL_DCI
0.513071	UE  PHY Rxed	51	3	0	2	1	0	DL_DCI
0.514071	UE  PHY Rxed	51	4	0	2	1	0	DL_DCI
0.515071	UE  PHY Rxed	51	5	0	2	1	0	SIB1
0.515071	UE  PHY Rxed	51	5	0	2	1	0	DL_DCI
0.516071	UE  PHY Rxed	51	6	0	2	1	0	DL_DCI
0.517071	UE  PHY Rxed	51	7	0	2	1	0	DL_DCI
0.518071	UE  PHY Rxed	51	8	0	2	1	0	DL_DCI
0.519071	UE  PHY Rxed	51	9	0	2	1	0	DL_DCI
0.520071	UE  PHY Rxed	52	0	0	2	1	0	MIB
0.520071	UE  PHY Rxed	52	0	0	2	1	0	DL_DCI
0.521071	UE  PHY Rxed	52	1	0	2	1	0	DL_DCI
0.522071	UE  PHY Rxed	52	2	0	2	1	0	DL_DCI
0.523071	UE  PHY Rxed	52	3	0	2	1	0	DL_DCI
0.524071	UE  PHY Rxed	52	4	0	2	1	0	DL_DCI
0.525071	UE  PHY Rxed	52	5	0	2	1	0	DL_DCI
0.525071	UE  PHY Rxed	52	5	0	2	1	0	SIB1
0.526071	UE  PHY Rxed	52	6	0	2	1	0	DL_DCI
0.527071	UE  PHY Rxed	52	7	0	2	1	0	DL_DCI
0.528071	UE  PHY Rxed	52	8	0	2	1	0	DL_DCI
0.529071	UE  PHY Rxed	52	9	0	2	1	0	DL_DCI
0.530071	UE  PHY Rxed	53	0	0	2	1	0	MIB
0.530071	UE  PHY Rxed	53	0	0	2	1	0	DL_DCI
0.531071	UE  PHY Rxed	53	1	0	2	1	0	DL_DCI
0.532071	UE  PHY Rxed	53	2	0	2	1	0	DL_DCI
0.533071	UE  PHY Rxed	53	3	0	2	1	0	DL_DCI
0.534071	UE  PHY Rxed	53	4	0	2	1	0	DL_DCI
0.535071	UE  PHY Rxed	53	5	0	2	1	0	DL_DCI
0.535071	UE  PHY Rxed	53	5	0	2	1	0	SIB1
0.536071	UE  PHY Rxed	53	6	0	2	1	0	DL_DCI
0.537071	UE  PHY Rxed	53	7	0	2	1	0	DL_DCI
0.538071	UE  PHY Rxed	53	8	0	2	1	0	DL_DCI
0.539071	UE  PHY Rxed	53	9	0	2	1	0	DL_DCI
0.540071	UE  PHY Rxed	54	0	0	2	1	0	MIB
0.540071	UE  PHY Rxed	54	0	0	2	1	0	DL_DCI
0.541071	UE  PHY Rxed	54	1	0	2	1	0	DL_DCI
0.542071	UE  PHY Rxed	54	2	0	2	1	0	DL_DCI
0.543071	UE  PHY Rxed	54	3	0	2	1	0	DL_DCI
0.544071	UE  PHY Rxed	54	4	0	2	1	0	DL_DCI
0.545071	UE  PHY Rxed	54	5	0	2	1	0	SIB1
0.545071	UE  PHY Rxed	54	5	0	2	1	0	DL_DCI
0.546071	UE  PHY Rxed	54	6	0	2	1	0	DL_DCI
0.547071	UE  PHY Rxed	54	7	0	2	1	0	DL_DCI
0.548071	UE  PHY Rxed	54	8	0	2	1	0	DL_DCI
0.549071	UE  PHY Rxed	54	9	0	2	1	0	DL_DCI
0.550071	UE  PHY Rxed	55	0	0	2	1	0	MIB
0.550071	UE  PHY Rxed	55	0	0	2	1	0	DL_DCI
0.551071	UE  PHY Rxed	55	1	0	2	1	0	DL_DCI
0.552071	UE  PHY Rxed	55	2	0	2	1	0	DL_DCI
0.553071	UE  PHY Rxed	55	3	0	2	1	0	DL_DCI
0.554071	UE  PHY Rxed	55	4	0	2	1	0	DL_DCI
0.555071	UE  PHY Rxed	55	5	0	2	1	0	SIB1
0.555071	UE  PHY Rxed	55	5	0	2	1	0	DL_DCI
0.556071	UE  PHY Rxed	55	6	0	2	1	0	DL_DCI
0.556071	UE  PHY Rxed	55	6	0	2	1	0	UL_DCI
0.557071	UE  PHY Rxed	55	7	0	2	1	0	DL_DCI
0.558071	UE  PHY Rxed	55	8	0	2	1	0	DL_DCI
0.559071	UE  PHY Rxed	55	9	0	2	1	0	DL_DCI
0.560071	UE  PHY Rxed	56	0	0	2	1	0	MIB
0.560071	UE  PHY Rxed	56	0	0	2	1	0	DL_DCI
0.561071	UE  PHY Rxed	56	1	0	2	1	0	DL_DCI
0.562071	UE  PHY Rxed	56	2	0	2	1	0	DL_DCI
0.563071	UE  PHY Rxed	56	3	0	2	1	0	DL_DCI
0.564071	UE  PHY Rxed	56	4	0	2	1	0	DL_DCI
0.565071	UE  PHY Rxed	56	5	0	2	1	0	DL_DCI
0.565071	UE  PHY Rxed	56	5	0	2	1	0	SIB1
0.566071	UE  PHY Rxed	56	6	0	2	1	0	DL_DCI
0.567071	UE  PHY Rxed	56	7	0	2	1	0	DL_DCI
0.568071	UE  PHY Rxed	56	8	0	2	1	0	DL_DCI
0.569071	UE  PHY Rxed	56	9	0	2	1	0	DL_DCI
0.570071	UE  PHY Rxed	57	0	0	2	1	0	MIB
0.570071	UE  PHY Rxed	57	0	0	2	1	0	DL_DCI
0.571071	UE  PHY Rxed	57	1	0	2	1	0	DL_DCI
0.572071	UE  PHY Rxed	57	2	0	2	1	0	DL_DCI
0.573071	UE  PHY Rxed	57	3	0	2	1	0	DL_DCI
0.574071	UE  PHY Rxed	57	4	0	2	1	0	DL_DCI
0.575071	UE  PHY Rxed	57	5	0	2	1	0	SIB1
0.575071	UE  PHY Rxed	57	5	0	2	1	0	DL_DCI
0.576071	UE  PHY Rxed	57	6	0	2	1	0	DL_DCI
0.577071	UE  PHY Rxed	57	7	0	2	1	0	DL_DCI
0.578071	UE  PHY Rxed	57	8	0	2	1	0	DL_DCI
0.579071	UE  PHY Rxed	57	9	0	2	1	0	DL_DCI
0.580071	UE  PHY Rxed	58	0	0	2	1	0	MIB
0.580071	UE  PHY Rxed	58	0	0	2	1	0	DL_DCI
0.581071	UE  PHY Rxed	58	1	0	2	1	0	DL_DCI
0.582071	UE  PHY Rxed	58	2	0	2	1	0	DL_DCI
0.583071	UE  PHY Rxed	58	3	0	2	1	0	DL_DCI
0.584071	UE  PHY Rxed	58	4	0	2	1	0	DL_DCI
0.585071	UE  PHY Rxed	58	5	0	2	1	0	DL_DCI
0.585071	UE  PHY Rxed	58	5	0	2	1	0	SIB1
0.586071	UE  PHY Rxed	58	6	0	2	1	0	DL_DCI
0.587071	UE  PHY Rxed	58	7	0	2	1	0	DL_DCI
0.588071	UE  PHY Rxed	58	8	0	2	1	0	DL_DCI
0.589071	UE  PHY Rxed	58	9	0	2	1	0	DL_DCI
0.590071	UE  PHY Rxed	59	0	0	2	1	0	MIB
0.590071	UE  PHY Rxed	59	0	0	2	1	0	DL_DCI
0.591071	UE  PHY Rxed	59	1	0	2	1	0	DL_DCI
0.592071	UE  PHY Rxed	59	2	0	2	1	0	DL_DCI
0.593071	UE  PHY Rxed	59	3	0	2	1	0	DL_DCI
0.594071	UE  PHY Rxed	59	4	0	2	1	0	DL_DCI
0.595071	UE  PHY Rxed	59	5	0	2	1	0	SIB1
0.595071	UE  PHY Rxed	59	5	0	2	1	0	DL_DCI
0.596071	UE  PHY Rxed	59	6	0	2	1	0	DL_DCI
0.597071	UE  PHY Rxed	59	7	0	2	1	0	DL_DCI
0.598071	UE  PHY Rxed	59	8	0	2	1	0	DL_DCI
0.599071	UE  PHY Rxed	59	9	0	2	1	0	DL_DCI
0.600071	UE  PHY Rxed	60	0	0	2	1	0	MIB
0.600071	UE  PHY Rxed	60	0	0	2	1	0	DL_DCI
0.601071	UE  PHY Rxed	60	1	0	2	1	0	DL_DCI
0.602071	UE  PHY Rxed	60	2	0	2	1	0	DL_DCI
0.603071	UE  PHY Rxed	60	3	0	2	1	0	DL_DCI
0.604071	UE  PHY Rxed	60	4	0	2	1	0	DL_DCI
0.605071	UE  PHY Rxed	60	5	0	2	1	0	DL_DCI
0.605071	UE  PHY Rxed	60	5	0	2	1	0	SIB1
0.606071	UE  PHY Rxed	60	6	0	2	1	0	DL_DCI
0.607071	UE  PHY Rxed	60	7	0	2	1	0	DL_DCI
0.608071	UE  PHY Rxed	60	8	0	2	1	0	DL_DCI
0.609071	UE  PHY Rxed	60	9	0	2	1	0	DL_DCI
0.610071	UE  PHY Rxed	61	0	0	2	1	0	MIB
0.610071	UE  PHY Rxed	61	0	0	2	1	0	DL_DCI
0.611071	UE  PHY Rxed	61	1	0	2	1	0	DL_DCI
0.612071	UE  PHY Rxed	61	2	0	2	1	0	DL_DCI
0.613071	UE  PHY Rxed	61	3	0	2	1	0	DL_DCI
0.614071	UE  PHY Rxed	61	4	0	2	1	0	DL_DCI
0.615071	UE  PHY Rxed	61	5	0	2	1	0	DL_DCI
0.615071	UE  PHY Rxed	61	5	0	2	1	0	SIB1
0.616071	UE  PHY Rxed	61	6	0	2	1	0	DL_DCI
0.617071	UE  PHY Rxed	61	7	0	2	1	0	DL_DCI
0.618071	UE  PHY Rxed	61	8	0	2	1	0	DL_DCI
0.619071	UE  PHY Rxed	61	9	0	2	1	0	DL_DCI
0.620071	UE  PHY Rxed	62	0	0	2	1	0	MIB
0.620071	UE  PHY Rxed	62	0	0	2	1	0	DL_DCI
0.621071	UE  PHY Rxed	62	1	0	2	1	0	DL_DCI
0.622071	UE  PHY Rxed	62	2	0	2	1	0	DL_DCI
0.623071	UE  PHY Rxed	62	3	0	2	1	0	DL_DCI
0.624071	UE  PHY Rxed	62	4	0	2	1	0	DL_DCI
0.625071	UE  PHY Rxed	62	5	0	2	1	0	DL_DCI
0.625071	UE  PHY Rxed	62	5	0	2	1	0	SIB1
0.626071	UE  PHY Rxed	62	6	0	2	1	0	DL_DCI
0.627071	UE  PHY Rxed	62	7	0	2	1	0	DL_DCI
0.628071	UE  PHY Rxed	62	8	0	2	1	0	DL_DCI
0.629071	UE  PHY Rxed	62	9	0	2	1	0	DL_DCI
0.630071	UE  PHY Rxed	63	0	0	2	1	0	MIB
0.630071	UE  PHY Rxed	63	0	0	2	1	0	DL_DCI
0.631071	UE  PHY Rxed	63	1	0	2	1	0	DL_DCI
0.632071	UE  PHY Rxed	63	2	0	2	1	0	DL_DCI
0.633071	UE  PHY Rxed	63	3	0	2	1	0	DL_DCI
0.634071	UE  PHY Rxed	63	4	0	2	1	0	DL_DCI
0.635071	UE  PHY Rxed	63	5	0	2	1	0	DL_DCI
0.635071	UE  PHY Rxed	63	5	0	2	1	0	SIB1
0.636071	UE  PHY Rxed	63	6	0	2	1	0	DL_DCI
0.636071	UE  PHY Rxed	63	6	0	2	1	0	UL_DCI
0.637071	UE  PHY Rxed	63	7	0	2	1	0	DL_DCI
0.638071	UE  PHY Rxed	63	8	0	2	1	0	DL_DCI
0.639071	UE  PHY Rxed	63	9	0	2	1	0	DL_DCI
0.640071	UE  PHY Rxed	64	0	0	2	1	0	MIB
0.640071	UE  PHY Rxed	64	0	0	2	1	0	DL_DCI
0.641071	UE  PHY Rxed	64	1	0	2	1	0	DL_DCI
0.642071	UE  PHY Rxed	64	2	0	2	1	0	DL_DCI
0.643071	UE  PHY Rxed	64	3	0	2	1	0	DL_DCI
0.644071	UE  PHY Rxed	64	4	0	2	1	0	DL_DCI
0.645071	UE  PHY Rxed	64	5	0	2	1	0	DL_DCI
0.645071	UE  PHY Rxed	64	5	0	2	1	0	SIB1
0.646071	UE  PHY Rxed	64	6	0	2	1	0	DL_DCI
0.647071	UE  PHY Rxed	64	7	0	2	1	0	DL_DCI
0.648071	UE  PHY Rxed	64	8	0	2	1	0	DL_DCI
0.649071	UE  PHY Rxed	64	9	0	2	1	0	DL_DCI
0.650071	UE  PHY Rxed	65	0	0	2	1	0	MIB
0.650071	UE  PHY Rxed	65	0	0	2	1	0	DL_DCI
0.651071	UE  PHY Rxed	65	1	0	2	1	0	DL_DCI
0.652071	UE  PHY Rxed	65	2	0	2	1	0	DL_DCI
0.653071	UE  PHY Rxed	65	3	0	2	1	0	DL_DCI
0.654071	UE  PHY Rxed	65	4	0	2	1	0	DL_DCI
0.655071	UE  PHY Rxed	65	5	0	2	1	0	DL_DCI
0.655071	UE  PHY Rxed	65	5	0	2	1	0	SIB1
0.656071	UE  PHY Rxed	65	6	0	2	1	0	DL_DCI
0.657071	UE  PHY Rxed	65	7	0	2	1	0	DL_DCI
0.658071	UE  PHY Rxed	65	8	0	2	1	0	DL_DCI
0.659071	UE  PHY Rxed	65	9	0	2	1	0	DL_DCI
0.660071	UE  PHY Rxed	66	0	0	2	1	0	MIB
0.660071	UE  PHY Rxed	66	0	0	2	1	0	DL_DCI
0.661071	UE  PHY Rxed	66	1	0	2	1	0	DL_DCI
0.662071	UE  PHY Rxed	66	2	0	2	1	0	DL_DCI
0.663071	UE  PHY Rxed	66	3	0	2	1	0	DL_DCI
0.664071	UE  PHY Rxed	66	4	0	2	1	0	DL_DCI
0.665071	UE  PHY Rxed	66	5	0	2	1	0	DL_DCI
0.665071	UE  PHY Rxed	66	5	0	2	1	0	SIB1
